,noise_lvl,iter,1_patterns,2_patterns,3_patterns,4_patterns,5_patterns,6_patterns,7_patterns,8_patterns,9_patterns
0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.75,0.7777777777777778
1,0.1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.875,0.8888888888888888
2,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.7777777777777778
3,0.1,4.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8571428571428571,1.0,0.6666666666666666
4,0.1,5.0,1.0,1.0,1.0,1.0,0.8,1.0,0.7142857142857143,0.75,0.6666666666666666
5,0.1,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666
6,0.1,7.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.875,1.0
7,0.1,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.4444444444444444
8,0.1,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.875,0.7777777777777778
9,0.1,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8888888888888888
10,0.1,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.75,0.8888888888888888
11,0.1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
12,0.1,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.7777777777777778
13,0.1,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.875,1.0
14,0.1,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.875,0.7777777777777778
15,0.1,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3333333333333333
16,0.1,17.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8888888888888888
17,0.1,18.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.625,0.7777777777777778
18,0.1,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.875,0.5555555555555556
19,0.1,20.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8571428571428571,0.75,0.4444444444444444
20,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.625,0.4444444444444444
21,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333
22,0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.75,0.4444444444444444
23,0.2,4.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8571428571428571,0.5,0.5555555555555556
24,0.2,5.0,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.8571428571428571,0.875,0.1111111111111111
25,0.2,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.375,0.1111111111111111
26,0.2,7.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8571428571428571,0.875,0.6666666666666666
27,0.2,8.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,0.625,0.4444444444444444
28,0.2,9.0,1.0,1.0,1.0,1.0,0.6,1.0,0.8571428571428571,0.25,0.7777777777777778
29,0.2,10.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571,0.25,0.2222222222222222
30,0.2,11.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5714285714285714,0.125,0.1111111111111111
31,0.2,12.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.4444444444444444
32,0.2,13.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.0,0.25,0.5555555555555556
33,0.2,14.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.75,0.7777777777777778
34,0.2,15.0,1.0,1.0,1.0,1.0,0.6,0.8333333333333334,0.8571428571428571,0.625,0.2222222222222222
35,0.2,16.0,1.0,1.0,1.0,0.75,1.0,0.5,0.2857142857142857,0.5,0.8888888888888888
36,0.2,17.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.875,0.5555555555555556
37,0.2,18.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5714285714285714,0.375,0.8888888888888888
38,0.2,19.0,1.0,1.0,1.0,1.0,0.8,1.0,0.7142857142857143,0.75,0.3333333333333333
39,0.2,20.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.7142857142857143,0.5,0.5555555555555556
40,0.30000000000000004,1.0,1.0,1.0,1.0,0.75,0.2,0.8333333333333334,0.42857142857142855,0.5,0.3333333333333333
41,0.30000000000000004,2.0,1.0,1.0,0.6666666666666666,0.75,0.8,0.5,0.7142857142857143,0.125,0.1111111111111111
42,0.30000000000000004,3.0,1.0,1.0,1.0,1.0,0.6,0.5,0.5714285714285714,0.375,0.3333333333333333
43,0.30000000000000004,4.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.42857142857142855,0.375,0.3333333333333333
44,0.30000000000000004,5.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.8333333333333334,0.7142857142857143,0.25,0.3333333333333333
45,0.30000000000000004,6.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.8571428571428571,0.375,0.1111111111111111
46,0.30000000000000004,7.0,1.0,1.0,1.0,1.0,0.8,0.3333333333333333,0.5714285714285714,0.5,0.2222222222222222
47,0.30000000000000004,8.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.42857142857142855,0.375,0.2222222222222222
48,0.30000000000000004,9.0,1.0,1.0,1.0,0.75,0.6,0.6666666666666666,0.5714285714285714,0.125,0.3333333333333333
49,0.30000000000000004,10.0,1.0,1.0,1.0,1.0,0.6,0.5,0.42857142857142855,0.625,0.1111111111111111
50,0.30000000000000004,11.0,1.0,1.0,1.0,1.0,0.8,1.0,0.2857142857142857,0.625,0.3333333333333333
51,0.30000000000000004,12.0,1.0,1.0,1.0,1.0,0.6,0.5,0.42857142857142855,0.375,0.4444444444444444
52,0.30000000000000004,13.0,1.0,1.0,1.0,0.5,0.8,0.8333333333333334,0.2857142857142857,0.125,0.0
53,0.30000000000000004,14.0,1.0,0.5,0.6666666666666666,1.0,0.8,0.6666666666666666,0.5714285714285714,0.25,0.2222222222222222
54,0.30000000000000004,15.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.7142857142857143,0.5,0.0
55,0.30000000000000004,16.0,1.0,1.0,0.6666666666666666,0.75,0.8,0.6666666666666666,0.7142857142857143,0.375,0.1111111111111111
56,0.30000000000000004,17.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.2857142857142857,0.375,0.6666666666666666
57,0.30000000000000004,18.0,1.0,1.0,1.0,1.0,0.8,1.0,0.2857142857142857,0.125,0.1111111111111111
58,0.30000000000000004,19.0,1.0,1.0,1.0,1.0,0.6,0.5,0.5714285714285714,0.25,0.5555555555555556
59,0.30000000000000004,20.0,1.0,1.0,0.6666666666666666,1.0,0.4,0.3333333333333333,0.2857142857142857,0.625,0.0
60,0.4,1.0,1.0,1.0,0.6666666666666666,0.75,0.6,0.6666666666666666,0.0,0.25,0.1111111111111111
61,0.4,2.0,1.0,0.5,0.6666666666666666,0.0,0.2,0.16666666666666666,0.0,0.125,0.1111111111111111
62,0.4,3.0,1.0,0.5,1.0,0.5,0.8,0.6666666666666666,0.0,0.125,0.4444444444444444
63,0.4,4.0,1.0,0.5,0.6666666666666666,1.0,0.4,0.3333333333333333,0.5714285714285714,0.625,0.2222222222222222
64,0.4,5.0,1.0,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.0,0.375,0.0
65,0.4,6.0,1.0,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.14285714285714285,0.25,0.1111111111111111
66,0.4,7.0,1.0,1.0,0.6666666666666666,0.75,0.4,0.16666666666666666,0.5714285714285714,0.0,0.0
67,0.4,8.0,1.0,1.0,1.0,0.25,0.2,1.0,0.14285714285714285,0.25,0.1111111111111111
68,0.4,9.0,1.0,1.0,0.3333333333333333,0.5,0.2,0.8333333333333334,0.42857142857142855,0.125,0.0
69,0.4,10.0,1.0,1.0,0.3333333333333333,0.75,0.6,0.0,0.42857142857142855,0.125,0.4444444444444444
70,0.4,11.0,1.0,1.0,1.0,0.75,0.4,0.3333333333333333,0.14285714285714285,0.0,0.4444444444444444
71,0.4,12.0,1.0,1.0,0.6666666666666666,0.75,0.4,0.3333333333333333,0.2857142857142857,0.5,0.1111111111111111
72,0.4,13.0,1.0,1.0,0.6666666666666666,0.25,0.2,0.16666666666666666,0.2857142857142857,0.0,0.0
73,0.4,14.0,1.0,1.0,0.6666666666666666,0.5,0.8,0.3333333333333333,0.0,0.25,0.0
74,0.4,15.0,1.0,1.0,0.6666666666666666,0.75,0.8,0.16666666666666666,0.14285714285714285,0.0,0.0
75,0.4,16.0,1.0,1.0,0.3333333333333333,0.75,0.4,0.6666666666666666,0.5714285714285714,0.125,0.0
76,0.4,17.0,1.0,1.0,1.0,0.75,0.2,0.5,0.5714285714285714,0.75,0.1111111111111111
77,0.4,18.0,1.0,1.0,1.0,0.75,1.0,0.16666666666666666,0.0,0.375,0.3333333333333333
78,0.4,19.0,1.0,0.5,0.6666666666666666,0.25,0.2,0.0,0.14285714285714285,0.0,0.0
79,0.4,20.0,1.0,1.0,0.3333333333333333,1.0,0.8,0.16666666666666666,0.2857142857142857,0.25,0.4444444444444444
80,0.5,1.0,1.0,0.5,1.0,0.5,0.2,0.16666666666666666,0.2857142857142857,0.0,0.0
81,0.5,2.0,1.0,0.5,0.0,0.5,0.0,0.16666666666666666,0.42857142857142855,0.0,0.1111111111111111
82,0.5,3.0,1.0,0.5,0.3333333333333333,0.75,0.4,0.16666666666666666,0.0,0.5,0.2222222222222222
83,0.5,4.0,1.0,0.5,0.0,0.5,0.2,0.0,0.0,0.0,0.0
84,0.5,5.0,0.0,1.0,0.0,0.5,0.6,0.16666666666666666,0.42857142857142855,0.375,0.1111111111111111
85,0.5,6.0,0.0,1.0,0.3333333333333333,0.25,0.0,0.5,0.5714285714285714,0.125,0.0
86,0.5,7.0,1.0,0.0,0.6666666666666666,0.25,0.6,0.16666666666666666,0.0,0.0,0.0
87,0.5,8.0,1.0,0.0,0.6666666666666666,0.5,0.4,0.16666666666666666,0.2857142857142857,0.125,0.2222222222222222
88,0.5,9.0,1.0,1.0,0.3333333333333333,0.75,0.4,0.0,0.2857142857142857,0.0,0.2222222222222222
89,0.5,10.0,0.0,0.5,0.3333333333333333,0.5,0.2,0.3333333333333333,0.14285714285714285,0.125,0.2222222222222222
90,0.5,11.0,1.0,0.5,1.0,0.25,0.2,0.5,0.2857142857142857,0.375,0.0
91,0.5,12.0,1.0,0.5,0.3333333333333333,0.5,0.6,0.3333333333333333,0.14285714285714285,0.25,0.2222222222222222
92,0.5,13.0,0.0,0.5,0.3333333333333333,0.25,0.0,0.3333333333333333,0.14285714285714285,0.0,0.2222222222222222
93,0.5,14.0,0.0,1.0,0.3333333333333333,0.5,0.8,0.3333333333333333,0.14285714285714285,0.0,0.0
94,0.5,15.0,0.0,0.5,0.3333333333333333,0.5,0.4,0.16666666666666666,0.42857142857142855,0.125,0.0
95,0.5,16.0,0.0,0.5,0.3333333333333333,0.25,0.4,0.0,0.2857142857142857,0.375,0.0
96,0.5,17.0,0.0,0.5,0.6666666666666666,0.5,0.4,0.5,0.14285714285714285,0.125,0.0
97,0.5,18.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222
98,0.5,19.0,1.0,0.0,0.6666666666666666,0.5,0.6,0.3333333333333333,0.42857142857142855,0.0,0.1111111111111111
99,0.5,20.0,1.0,0.5,0.6666666666666666,0.5,0.8,0.3333333333333333,0.14285714285714285,0.375,0.1111111111111111
100,0.6,1.0,0.0,0.0,0.3333333333333333,0.25,0.2,0.3333333333333333,0.14285714285714285,0.125,0.2222222222222222
101,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.125,0.2222222222222222
102,0.6,3.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.14285714285714285,0.25,0.2222222222222222
103,0.6,4.0,0.0,0.0,0.0,0.25,0.2,0.16666666666666666,0.0,0.0,0.2222222222222222
104,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.125,0.2222222222222222
105,0.6,6.0,0.0,0.5,0.0,0.25,0.4,0.0,0.0,0.0,0.1111111111111111
106,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
107,0.6,8.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.42857142857142855,0.125,0.0
108,0.6,9.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.14285714285714285,0.0,0.2222222222222222
109,0.6,10.0,0.0,0.0,0.0,0.25,0.2,0.16666666666666666,0.0,0.375,0.1111111111111111
110,0.6,11.0,0.0,0.5,0.0,0.0,0.2,0.5,0.14285714285714285,0.0,0.0
111,0.6,12.0,0.0,0.0,0.0,0.0,0.6,0.16666666666666666,0.2857142857142857,0.5,0.1111111111111111
112,0.6,13.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.42857142857142855,0.125,0.1111111111111111
113,0.6,14.0,0.0,0.0,0.0,0.75,0.0,0.16666666666666666,0.0,0.125,0.0
114,0.6,15.0,0.0,0.5,0.0,0.25,0.0,0.5,0.14285714285714285,0.25,0.0
115,0.6,16.0,0.0,0.5,0.0,0.25,0.2,0.3333333333333333,0.14285714285714285,0.125,0.1111111111111111
116,0.6,17.0,0.0,0.0,0.0,0.25,0.0,0.16666666666666666,0.14285714285714285,0.375,0.2222222222222222
117,0.6,18.0,0.0,0.0,0.0,0.5,0.2,0.0,0.42857142857142855,0.125,0.2222222222222222
118,0.6,19.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.3333333333333333
119,0.6,20.0,0.0,0.5,0.0,0.25,0.2,0.0,0.0,0.0,0.0
120,0.7000000000000001,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.25,0.2222222222222222
121,0.7000000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
122,0.7000000000000001,3.0,0.0,0.0,0.0,0.0,0.2,0.0,0.14285714285714285,0.125,0.0
123,0.7000000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.125,0.0
124,0.7000000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.1111111111111111
125,0.7000000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.7000000000000001,7.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
127,0.7000000000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
128,0.7000000000000001,9.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1111111111111111
129,0.7000000000000001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
130,0.7000000000000001,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.1111111111111111
131,0.7000000000000001,12.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
132,0.7000000000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.7000000000000001,14.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
134,0.7000000000000001,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.125,0.0
135,0.7000000000000001,16.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0
136,0.7000000000000001,17.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.125,0.0
137,0.7000000000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.7000000000000001,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
139,0.7000000000000001,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
144,0.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
145,0.8,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
146,0.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
150,0.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
154,0.8,15.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
155,0.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
